,names,authors,ratings,u_date
1022,PMMM: Shattered Realties,Xan Author of the Nightmare (xanothos),Mature,22 Jan 2022
1023,Isn't It Lovely (Undertale Au'sxMadoka Magica),Thefallen1986,Teen And Up Audiences,22 Jan 2022
1024,Traffic Crash,Zinthezinner,General Audiences,21 Jan 2022
1025,The Silverscale Arena Ep. 2: January 2021,orphan_account,Explicit,18 Jan 2022
1026,Idle Transliteration: A Xan Snippet Thread,RosyBunny1034,Mature,17 Jan 2022
1027,Kyousuke’s punishment,whoneedsapublisher,Teen And Up Audiences,15 Jan 2022
1028,3 Options and A Fight in The Rain,mitsuzane,Teen And Up Audiences,15 Jan 2022
1029,Aru is love yum Yuno badd,miacantwrite,Not Rated,14 Jan 2022
1030,Plans Gone Awry,atamascolily,Teen And Up Audiences,13 Jan 2022
1031,tea & biscuits,MegucaSuffering,General Audiences,12 Jan 2022
1032,"and from it, she fled",ImperialAxis,General Audiences,11 Jan 2022
1033,life in fantasy (the butterfly dreaming remix),dreysam,Teen And Up Audiences,11 Jan 2022
1034,Homura's Obsession,atamascolily,Mature,10 Jan 2022
1035,Wasp,atiredonnie,Explicit,09 Jan 2022
1036,Two Magical Girls and a Demon Play Truth or Dare,Green90,Teen And Up Audiences,05 Jan 2022
1037,Gingerbread,Kittybags,General Audiences,05 Jan 2022
1038,empty places,Chaosboy0,Mature,04 Jan 2022
1039,Killed By Her Own Gun,TheFoxyAssassin,Not Rated,03 Jan 2022
1040,Puella Magi Lamia Magica - Kirsten's Story,Speedanon,Teen And Up Audiences,03 Jan 2022
1041,Witch's Salvation,GoggleLad,General Audiences,02 Jan 2022
1042,A Birthday Connect,toastygecko,Explicit,02 Jan 2022
1043,Getting Better,Kharasma,Teen And Up Audiences,02 Jan 2022
1044,PMMM AU - Chihiro Fujisaki,Tanukibby,Teen And Up Audiences,01 Jan 2022
1045,ticking boxes,Felix_J,Not Rated,31 Dec 2021
1046,My Lucky Charm,atamascolily,Teen And Up Audiences,30 Dec 2021
1047,party on fire,MustangKraken,Teen And Up Audiences,30 Dec 2021
1048,Sweet Tooth,x_They_Who_Remain_x,Teen And Up Audiences,29 Dec 2021
1049,Christmas Cake cuteness,REMBENERME321,Teen And Up Audiences,29 Dec 2021
1050,Sweet Nightmares,SoruyaWrites,Mature,29 Dec 2021
1051,Mami's Space Quest!!!!11!!!!!,HomuraAkememes1000,Teen And Up Audiences,28 Dec 2021
1052,To Be Your Hero,simulacat,Teen And Up Audiences,28 Dec 2021
1053,Kyoko and Madoka go to the Fair,SomeCallMeRev,General Audiences,28 Dec 2021
1054,Хорошая история,autisticsquid,General Audiences,27 Dec 2021
1055,Second Star To The Right,BTseed,Teen And Up Audiences,27 Dec 2021
1056,I am at Peace with my Death,Zea_Dragon,Teen And Up Audiences,27 Dec 2021
1057,『圆焰』在结婚时说再见(end),Complete_Otakuness,Teen And Up Audiences,26 Dec 2021
1058,"Her Body Too, Is Made of Swords",ParacetamolEmperor,Teen And Up Audiences,26 Dec 2021
1059,If you can be good you'll live forever; If you're bad you'll die,MagicalGirl4,Teen And Up Audiences,24 Dec 2021
1060,Red-Clad Justice,Readinglass,Teen And Up Audiences,24 Dec 2021
1061,How Great is Greater Good?,Thefallen1986,Mature,24 Dec 2021
1062,Tied By Ribbons,atamascolily,General Audiences,23 Dec 2021
1063,labor,KacieLily,General Audiences,22 Dec 2021
1064,Her digital Kiss,Kiumari,Teen And Up Audiences,22 Dec 2021
1065,Parallels,Handful_Of_Stars,Teen And Up Audiences,22 Dec 2021
1066,¿Deseo o desesperación?,atamascolily,Teen And Up Audiences,21 Dec 2021
1067,Two Queens in a King-sized Bed,orphan_account,General Audiences,21 Dec 2021
1068,Incubator,The_Shame_Corner,Teen And Up Audiences,19 Dec 2021
1069,Wash Cycle,orphan_account,Teen And Up Audiences,19 Dec 2021
1070,rain,Thefallen1986,General Audiences,19 Dec 2021
1071,A Day at the Kanames,FlutterYuu,Mature,17 Dec 2021
1072,sunlight,FlutterYuu,General Audiences,16 Dec 2021
1073,Kyoko loves Pocky,CTFMeister,Explicit,14 Dec 2021
1074,The Last Wish,Antivyris,Teen And Up Audiences,13 Dec 2021
1075,Wailed the Diva given into Lament,Fremde,Mature,14 Dec 2021
1076,CTFMeister's No Nut November Prompt Extravaganza,Smoretle,Explicit,13 Dec 2021
1077,A Curious Tale for Curious Cats (Magical Girl Redux),vortex_ware (orphan_account),Teen And Up Audiences,12 Dec 2021
1078,Oh Raven (won’t you sing me a happy song),atamascolily,Mature,09 Dec 2021
1079,Wish,nousagimarch (orphan_account),Teen And Up Audiences,09 Dec 2021
1080,crossover nexus 2: reloaded,MordredAnastasiaPendragon,Teen And Up Audiences,09 Dec 2021
1081,Palimpsest,Reference_Point,Teen And Up Audiences,09 Dec 2021
1082,"if you were really born to deceive, then please, delude me, too",ParacetamolEmperor,General Audiences,09 Dec 2021
1083,Silver Knight Demonic Exorcist Witch,Fremde,Teen And Up Audiences,08 Dec 2021
1084,White Christmas,aikotters,Teen And Up Audiences,08 Dec 2021
1085,Seeing Eye to Eye,ry0ba,General Audiences,06 Dec 2021
1086,"The fall from grace is not that steep, I promise",orphan_account,Mature,06 Dec 2021
1087,a hope made with joined hands,Zcan2,Teen And Up Audiences,06 Dec 2021
1088,White Bear,Thedude3445,General Audiences,06 Dec 2021
1089,The World's Safety Is on His Shoulders,NuPassion0093,Teen And Up Audiences,04 Dec 2021
1090,"I am Ruined, I am Ruined, You Ruined Me",WestOrEast,Teen And Up Audiences,04 Dec 2021
1091,Caribbean Rim,dreysam,Teen And Up Audiences,04 Dec 2021
1092,komaeda university,beast_regards,Mature,03 Dec 2021
1093,Puella Magi Yandere Oneshots,HaregiSakura,Mature,03 Dec 2021
1094,A Perverted Goddess,Ashuuu28,Explicit,02 Dec 2021
1095,Words Like Weapons,Commelina_L,Mature,02 Dec 2021
1096,In the Light of His Infernal Fire,smolflayn69,Mature,01 Dec 2021
1097,25 Days of Snowy Fluff,TheAllRealNumbersSymbol,General Audiences,01 Dec 2021
1098,Homura siendo Homura,Kute_Hullu_2021,Not Rated,30 Nov 2021
1099,Hope Is,AkemiHomura103,Teen And Up Audiences,30 Nov 2021
1100,Puella Magi McDonalds Magica,riokujou,General Audiences,30 Nov 2021
1101,Trip the Light,Winged_Knight,Teen And Up Audiences,29 Nov 2021
1102,Magia Record: Grief Literature Club,Commelina_L,Teen And Up Audiences,29 Nov 2021
1103,What We Make,spillentireuniverses,Teen And Up Audiences,27 Nov 2021
1104,Not enough time,Shadow_Overlord,Not Rated,27 Nov 2021
1105,Speak of the Devil,andro (burabatto),Teen And Up Audiences,26 Nov 2021
1106,仰望天堂,lapisgod,Teen And Up Audiences,26 Nov 2021
1107,"girls in coffins, princes to be",atamascolily,Teen And Up Audiences,25 Nov 2021
1108,Puella Magi Persona Magica,jeanne (nazara),Teen And Up Audiences,25 Nov 2021
1109,be not defeated,atamascolily,General Audiences,24 Nov 2021
1110,homura kills spamton,RubyWentzel,Teen And Up Audiences,24 Nov 2021
1111,Sticks and Stones,Antivyris,Teen And Up Audiences,24 Nov 2021
1112,Ribbons,MrCanary618,General Audiences,24 Nov 2021
1113,Twenty Facts About Mami Tomoe,Evertide05,Teen And Up Audiences,23 Nov 2021
1114,The Holy Coven's Curses,Sugarberry_and_tea,Teen And Up Audiences,23 Nov 2021
1115,A Curious Tale for Curious Cats (Original Version),Loli_Molester,Teen And Up Audiences,23 Nov 2021
1116,Magical Girl Cinematic Universe (prototype),MagicalDogToto,Teen And Up Audiences,23 Nov 2021
1117,Just Outside Heaven,AkemiHomura103,Teen And Up Audiences,22 Nov 2021
1118,The Loser has to fall,ArlequineLunaire,Teen And Up Audiences,21 Nov 2021
1119,Snow White and Nemurin Dream Team,dreysam,Explicit,21 Nov 2021
1120,The Girl Who Loved Yachiyo Nanami,NepetaLeijon27,Teen And Up Audiences,21 Nov 2021
1121,The Visit,atamascolily,Teen And Up Audiences,20 Nov 2021
1122,Arca Animalia,ThePieGod7,Teen And Up Audiences,20 Nov 2021
1123,Unlikely Princess,lapisgod,Teen And Up Audiences,20 Nov 2021
1124,still breathing,Thefallen1986,Teen And Up Audiences,19 Nov 2021
1125,descent,PentaclePal,Teen And Up Audiences,19 Nov 2021
1126,Crackheaded Kyoko Shipping Anthology,orphan_account,General Audiences,19 Nov 2021
1127,Puella Magi Katarina Magica,Sugarberry_and_tea,Teen And Up Audiences,17 Nov 2021
1128,Mami’s Piggy predicament,PentaclePal,Explicit,16 Nov 2021
1129,Bird Cage,Fides_Brunel,Mature,13 Nov 2021
1130,With Your Back Against the Wall: A HomuSaya Love Story,theshowman,Explicit,13 Nov 2021
1131,I Know who you Pretend I am,dreysam,Teen And Up Audiences,12 Nov 2021
1132,The Amazing Eggu-tan!,Lynx_Kazuga,Mature,12 Nov 2021
1133,Pocky Kisses,atamascolily,General Audiences,11 Nov 2021
1134,"i see the forest, not just the trees",Marta_Ayanami,Teen And Up Audiences,10 Nov 2021
1135,Two Magical Girls and a Demon Walk Into a Karaoke Bar,Loli_Molester,Teen And Up Audiences,09 Nov 2021
1136,The fate of all Yakuza is the same as a Magical Girl,funtomrabbit,Mature,09 Nov 2021
1137,out of order,orphan_account,Teen And Up Audiences,09 Nov 2021
1138,Μινώταυρος,orphan_account,Not Rated,09 Nov 2021
1139,Madoka Attacks North Korea 2.0,ry0ba,Explicit,08 Nov 2021
1140,theseus,ImperialAxis,Mature,08 Nov 2021
1141,minus seven,ry0ba,Mature,08 Nov 2021
1142,Thank You For Making Us Your Friends,laffeychan459,Explicit,08 Nov 2021
1143,Puella Magi Two Sentence Horror Magica,ShadowWolfSky01,Teen And Up Audiences,08 Nov 2021
1144,Self-Control,Ser_Owly,Teen And Up Audiences,07 Nov 2021
1145,Mami x Kyubey headcanons,ry0ba,Teen And Up Audiences,07 Nov 2021
1146,Grief Diagrams,IngridMinxKruger,Not Rated,06 Nov 2021
1147,Uh oh! Psychosis Moment!,Ardania22,Teen And Up Audiences,05 Nov 2021
1148,KiDoka's Magical Delivery Service,chickenyuujirou,Explicit,04 Nov 2021
1149,Cars,Cuillere (CamaradeCactus),Teen And Up Audiences,04 Nov 2021
1150,Code Lyoko: Alteration,DeadPuppetBoi,Teen And Up Audiences,03 Nov 2021
1151,Sacrifice,x_They_Who_Remain_x,Teen And Up Audiences,03 Nov 2021
1152,Ruins,magedidelphi,General Audiences,03 Nov 2021
1153,AUtober,atamascolily,Teen And Up Audiences,01 Nov 2021
1154,I'm Here Now,Yemi Hikari (Yemi_Hikari),Teen And Up Audiences,01 Nov 2021
1155,cinders and ash,PissAnon,Mature,01 Nov 2021
1156,The Immortal Dragon's Disciple,Angelclown,Teen And Up Audiences,01 Nov 2021
1157,Dreamless Nightmare,H_phone001,Teen And Up Audiences,01 Nov 2021
1158,An Alternate Corruption,pastatownpici,Teen And Up Audiences,31 Oct 2021
1159,Fearful in Pajamas,atamascolily,General Audiences,31 Oct 2021
1160,Starry eyed,Zinthezinner,General Audiences,31 Oct 2021
1161,Promptober 2021 Grabbag,Londerland,Teen And Up Audiences,31 Oct 2021
1162,Danganronpa 25: Chaos Informed,violette_maruune,General Audiences,28 Oct 2021
1163,Drive Me Crazy,ry0ba,Teen And Up Audiences,28 Oct 2021
1164,μ's/Aqours/Niji Promptober 2021 Scarefest,Thefallen1986,Teen And Up Audiences,28 Oct 2021
1165,Even God Worships Someone,orphan_account,General Audiences,26 Oct 2021
1166,discontinued indefinitely | magical promises are bound to be broken.,ry0ba,Teen And Up Audiences,25 Oct 2021
1167,Your normal Homura-centric fic,Buttercup_ghost,Teen And Up Audiences,25 Oct 2021
1168,Mami’s head special,Thewrittingpan,Explicit,24 Oct 2021
1169,like girls do,BrokennRoses,Mature,23 Oct 2021
1170,Homura Tells The Police,Aftertone,Teen And Up Audiences,23 Oct 2021
1171,The Time Travelers Club,Emerald_Lazers,Not Rated,21 Oct 2021
1172,30 Minutes,KingJustin1019,Teen And Up Audiences,21 Oct 2021
1173,She Will Be Loved MaGIA→PuellA,ThePokeManik,Mature,21 Oct 2021
1174,The morning before the day began,DeadPuppetBoi,General Audiences,20 Oct 2021
1175,Devil's Seduction,locketthearts,Teen And Up Audiences,19 Oct 2021
1176,World of Hearts: The Beginning,defuse00,Mature,18 Oct 2021
1177,Devotion,BB0RED,Mature,18 Oct 2021
1178,Snippets of the bnha Au's I made so far-,ry0ba,Teen And Up Audiences,17 Oct 2021
1179,dissonance pulled into tune,shaniceisfalling,General Audiences,17 Oct 2021
1180,Good Doggy,GorochuVA,Explicit,17 Oct 2021
1181,8. Si se lo ponen a pensar...,GorochuVA,Teen And Up Audiences,14 Oct 2021
1182,Witch Forms of Lunime Characters,tsudo (dreysam),Teen And Up Audiences,14 Oct 2021
1183,GxG Anime/Cartoon One-Shots,Sushispider1212,Mature,13 Oct 2021
1184,Throne,GorochuVA,General Audiences,12 Oct 2021
1185,The Rose Doesn't Fall Far from the Bush,Thefallen1986,General Audiences,12 Oct 2021
1186,A Conversation Out of Hand,y3k,Explicit,12 Oct 2021
1187,The Witches’ Companion,GorochuVA,Teen And Up Audiences,11 Oct 2021
1188,"""Hyde"" My Wings Tonight",atamascolily,General Audiences,10 Oct 2021
1189,Sayaka the Pocky thief,LapinPuff,Teen And Up Audiences,10 Oct 2021
1190,"The Fall, and After",Thefallen1986,Not Rated,10 Oct 2021
1191,The Wedding Reception,atamascolily,Mature,09 Oct 2021
1192,Fireflies,maisumi,General Audiences,09 Oct 2021
1193,Mirror Image,ry0ba,General Audiences,09 Oct 2021
1194,Homura’s self indulgent,Oceantoast,Explicit,08 Oct 2021
1195,Moebius,Evertide05,Teen And Up Audiences,08 Oct 2021
1196,Her First Final Moments,YaGirlSkyByte,Teen And Up Audiences,06 Oct 2021
1197,Miss,orphan_account,Teen And Up Audiences,06 Oct 2021
1198,True Nature,TheNyanCatX3,Teen And Up Audiences,05 Oct 2021
1199,One Thing Left To Save,Yotsubadancesintherain5,Teen And Up Audiences,04 Oct 2021
1200,The Middle Man,defuse00,General Audiences,04 Oct 2021
1201,Finally Hers,maisumi,Explicit,04 Oct 2021
1202,Since I Saw Madoka,rubylily,Teen And Up Audiences,04 Oct 2021
1203,Hourglass,theshowman,Teen And Up Audiences,03 Oct 2021
1204,Shadow Martyr,RedCoyote,Mature,03 Oct 2021
1205,Hot Chocolate and Marshmallows,Rockman1159,General Audiences,03 Oct 2021
1206,The Other Side of the Mirror,King_Repeats,Teen And Up Audiences,03 Oct 2021
1207,puella magi holy chat,Oceantoast,Teen And Up Audiences,02 Oct 2021
1208,Execution,ry0ba,Teen And Up Audiences,02 Oct 2021
1209,Old Bones,Startle_Stars,General Audiences,02 Oct 2021
1210,Requiem of Innocence,IROOI,Teen And Up Audiences,01 Oct 2021
1211,Cheesecake,samisawesam,Mature,01 Oct 2021
1212,My 50th Work,atamascolily,Teen And Up Audiences,01 Oct 2021
1213,Not Enough Time for All of You,Blazing_rain,Explicit,30 Sep 2021
1214,Nagisa Gets Kidnapped,Onuuki_de_Mordria,Explicit,30 Sep 2021
1215,Remember,ry0ba,Teen And Up Audiences,30 Sep 2021
1216,bring me to life,ThePokeManik,Teen And Up Audiences,29 Sep 2021
1217,Arrows of a Clock,PissAnon,Teen And Up Audiences,29 Sep 2021
1218,Une bien amère fête costumée,neosaiyanangel,Teen And Up Audiences,29 Sep 2021
1219,Kyubey and Phantom's Hooters Adventure,IROOI (orphan_account),Teen And Up Audiences,29 Sep 2021
1220,Knowledge is Power (Isn't it?),Anlanther,Mature,28 Sep 2021
1221,So this is what it feels like to be Madoka,Download,General Audiences,28 Sep 2021
1222,Split,Gerendo01,General Audiences,27 Sep 2021
1223,Madoka Shoots Up a Middle School,Loli_Molester,Mature,26 Sep 2021
1224,Reassurance,Meiza,General Audiences,26 Sep 2021
1225,... broken plastic shards thinly strewn across a fossil bed,Loli_Molester,Teen And Up Audiences,26 Sep 2021
1226,Tráiler Mahou Shoujo Akari Magica: Civil War,Loli_Molester,Teen And Up Audiences,24 Sep 2021
1227,Magical Girl Site Sept X,Undead_Gold,Explicit,24 Sep 2021
1228,Wishes and Witches,loserschairhair,Teen And Up Audiences,23 Sep 2021
1229,Madoka Shoots up a Middle School 2.0,Commelina_L,Explicit,22 Sep 2021
1230,Sayaka Gets Cancer,MDNW,Mature,21 Sep 2021
1231,"Akechi's one, true, only love.",MagicalDogToto,Teen And Up Audiences,21 Sep 2021
1232,madoka x darkstalkers (idk man),laffeychan459,Not Rated,20 Sep 2021
1233,不负繁星,ry0ba,Teen And Up Audiences,20 Sep 2021
1234,Todestrieb,dreysam,Explicit,20 Sep 2021
1235,The Secret of Yachiyo Nanami,ry0ba,Teen And Up Audiences,17 Sep 2021
1236,Natural Functions,Homo_Homu,Mature,17 Sep 2021
1237,The Starlight Wings of a Jedi Kenobi and a Pinkette Skywalker,orphan_account,Teen And Up Audiences,17 Sep 2021
1238,😭,g0dd0g5,Teen And Up Audiences,17 Sep 2021
1239,The Devil and the Wind Sprite,Dream_Traveler_Zenddrex,Teen And Up Audiences,17 Sep 2021
1240,Mami beats homura,atamascolily,Teen And Up Audiences,17 Sep 2021
1241,Beginning of an End,LapinPuff,Teen And Up Audiences,16 Sep 2021
1242,Balance,atamascolily,General Audiences,15 Sep 2021
1243,how to build something good,laffeychan459,General Audiences,14 Sep 2021
1244,Wish Warriors ~Puella Magi Dresden Magica~,phfatbeatrice,Teen And Up Audiences,13 Sep 2021
1245,Final Form,orphan_account,Teen And Up Audiences,13 Sep 2021
1246,Candy Bones,FancyPredator306,Teen And Up Audiences,12 Sep 2021
1247,Cui Bono?,Fides_Brunel,Teen And Up Audiences,12 Sep 2021
1248,My life as Hitomi Shizuki in the days leading up to Madoka(EXP),CATmetchu,Teen And Up Audiences,09 Sep 2021
1249,A Timed Celebration,fandom Jujutsu Kaisen 2021 (Jujutsu_Kaisen_Fandom),Explicit,09 Sep 2021
1250,Proof,fandom Anime 2021 (fandom_Anime_2020),General Audiences,05 Sep 2021
1251,To Raise Kana,atamascolily,Not Rated,05 Sep 2021
1252,Lyrical Sayaka Verismo,PerpetuallyTired_PT,General Audiences,04 Sep 2021
1253,The Best out of the Situation,atamascolily,General Audiences,04 Sep 2021
1254,[Арт]Venari Strigas,orphan_account,Mature,04 Sep 2021
1255,[Collage] Signum Malum,ry0ba,Mature,03 Sep 2021
1256,Rude Awakening,WestOrEast,Teen And Up Audiences,03 Sep 2021
1257,Back to Start,ry0ba,Teen And Up Audiences,02 Sep 2021
1258,Careful What You Wish For,dreysam,Teen And Up Audiences,02 Sep 2021
1259,第弐拾四話NG集,phfatbeatrice,General Audiences,02 Sep 2021
1260,Don't Make Mistakes,CTFMeister,Teen And Up Audiences,02 Sep 2021
1261,Girlfriend Swap,cryquail,Explicit,01 Sep 2021
1262,"The Seeds of Grief, and How Phantom Planted Them",Carrogath,Teen And Up Audiences,31 Aug 2021
1263,Post-Rebellion HomuSaya Shorts,GoggleLad,Mature,31 Aug 2021
1264,Un Bisogno di Guarire,atamascolily,Explicit,31 Aug 2021
1265,Detachment Witch,AeonChangeling,Mature,30 Aug 2021
1266,you are not alone,Wyverns_and_Coffee,Teen And Up Audiences,30 Aug 2021
1267,Safety,Thefallen1986,Teen And Up Audiences,30 Aug 2021
1268,The Last to Know,Buttercup_ghost,Teen And Up Audiences,30 Aug 2021
1269,Memento,phfatbeatrice,Teen And Up Audiences,27 Aug 2021
1270,My Hero Magica,zamuelz (orphan_account),Teen And Up Audiences,26 Aug 2021
1271,Monument of The Fallen Unknown,despairmeguca (obsess97),Teen And Up Audiences,26 Aug 2021
1272,Keeping Kyousuke forever,lifeofgesture,Explicit,25 Aug 2021
1273,"you make a fineshine in me, you build a fineshrine to me",Bong Bong Bong (bongbongbong),Not Rated,25 Aug 2021
1274,You're Nothing Like Me,AkemiHomura103,Explicit,24 Aug 2021
1275,out of time,Thefallen1986,Teen And Up Audiences,24 Aug 2021
1276,"Experiences, Memories",ThePieGod7,Not Rated,23 Aug 2021
1277,Bad Girls Do It Better,locketthearts,Not Rated,23 Aug 2021
1278,Tokiko's Travelogues,dreysam,General Audiences,22 Aug 2021
1279,A Friend in Need,TheNyanCatX3,Teen And Up Audiences,21 Aug 2021
1280,Mami’s pleasure,Bong Bong Bong (bongbongbong),Explicit,19 Aug 2021
1281,Whispered Kiss,phfatbeatrice,Explicit,19 Aug 2021
1282,after the raven has had his say (i'd be home with you),Homo_Homu,General Audiences,19 Aug 2021
1283,It's Lonely to Remember,defuse00,Mature,18 Aug 2021
1284,I Love You And Also Goodbye,Blazing_rain,Teen And Up Audiences,18 Aug 2021
1285,ー夏草 summer grassー,Ultimate MadLad (andpeggylovescrofters),General Audiences,18 Aug 2021
1286,Ferita Ingannevole,Bong Bong Bong (bongbongbong),Mature,17 Aug 2021
1287,Liar,shoegaize,Teen And Up Audiences,18 Aug 2021
1288,Generosity,PentaclePal,General Audiences,16 Aug 2021
1289,A Slough of Interrupted Dreams,Gfan97,Teen And Up Audiences,16 Aug 2021
